Id	Name
1207	¿Naviglobe
1208	¿Naviglobe
1209	¿Naviglobe
1210	¿Naviglobe
1211	¿Naviglobe
1212	¿Naviglobe
1213	¿Naviglobe
1214	¿Naviglobe
1215	¿Naviglobe
1216	¿Naviglobe
1217	¿Naviglobe
1218	¿Naviglobe
1219	¿Naviglobe
1220	¿Naviglobe
1221	¿Naviglobe
1222	¿Naviglobe
1223	¿Naviglobe
1224	¿Naviglobe
1225	¿Naviglobe
1226	¿Naviglobe
1227	¿Naviglobe
1228	¿Naviglobe
1229	¿Naviglobe
1230	¿Naviglobe
1231	¿Naviglobe
1232	¿Naviglobe
1233	¿Naviglobe
1234	0
1235	0
1236	Picture Frame
1237	0
1238	0
1239	0
1240	Broken Vault Wall
1241	Mud-Brick Wall Rubble
1242	0
1243	Border Boulder
1244	Big Border Boulder
1245	Fun-Sized Fountain
1246	Super Spouter
1247	Iron Stanchion
1248	Awning
1249	Playing Cards
1250	Carafe Collection
1251	Full Flagon
1252	Deep-Fried Feast
1253	Fungusbord
1254	Left Counter
1255	Midsection Counter
1256	Right Counter
1257	Corner Counter
1258	Cooking Utensils
1259	Shower
1260	Stone Pot
1261	0
1262	Wooden Toilet
1263	Babs’s Billboard
1264	Drum Kit
1265	Cello
1266	Price Tag
1267	Fancy Signpost
1268	Hexagonal Planter
1269	Shelf
1270	0
1271	Cupboard
1272	Drawer
1273	0
1274	Protective Planks
1275	Mining Tools
1276	¿Rockbomb
1277	Earth Pile
1278	Rock Pile
1279	0
1280	Vineapple
1281	Shineapple
1282	Glumgus
1283	Massive Mushroom Stem
1284	Massive Mushroom Cap
1285	Supermassive Mushroom Cap
1286	Sizeable Stalagmite
1287	Stalagmites
1288	Adobe Window
1289	Iron Stanchion
1290	Iron Stanchion ·-
1291	Iron Stanchion -·-
1292	Beastly Burrow Broken
1293	¿Null
1294	Stickler’s Sifter
1295	¿Arrow
1296	Sconce
1297	Steel Doors
1298	0
1299	0
1300	(Golden Lock)
1301	0
1302	Firework Cannon
1303	0
1304	0
1305	Sharpened Log
1306	Sharpened Log
1307	Pestilential Nest
1308	Pestilential Nest Broken
1309	0
1310	Connecting Window
1311	Connecting Window
1312	Connecting Window
1313	Connecting Window
1314	Connecting Window
1315	Connecting Window
1316	Connecting Window
1317	Connecting Window
1318	Connecting Window
1319	Connecting Window
1320	Connecting Window
1321	Connecting Window
1322	Connecting Window
1323	Connecting Window
1324	Connecting Window
1325	0
1326	0
1327	¿Null
1328	Hargon’s Standard
1329	Big Bolt
1330	Wooden Bracket
1331	0
1332	Castle Corner Capital
1333	Castle Corner Midsection
1334	Castle Corner Foundation
1335	Castle Belvedere
1336	Large Castle Tile
1337	Carpeted Steps Midsection
1338	Carpeted Steps Left
1339	Castle Column Pedestal
1340	Portcullis
1341	Castle Window Arch
1342	Castle Window Midsection
1343	Castle Window Sill
1344	Castle Fanlight
1345	Stage Curtain Left
1346	Stage Curtain Right
1347	Throne Room Door
1348	Wall-Mounted Banner
1349	Brass Bracket
1350	Criss-Crossing Leadlight
1351	Four-Square Leadlight
1352	Plain-Pane Leadlight
1353	Light Box
1354	Royal Dining Table
1355	Portrait of a Princess
1356	¿Wooden Pristine Workbench
1357	Broken Castle Wall
1358	Disfigured Throne
1359	Broken Citadel Wall
1360	Broken Stone Wall
1361	Wooden Foundation
1362	Target Dummy
1363	Coffin
1364	Crock Pot
1365	Sponge Cake
1366	Unholy Altar
1367	Tainted Glass Arch
1368	Tainted Glass Midsection
1369	Tainted Glass Sill
1370	Folding Screen
1371	Crystal Ball
1372	Comfy Cushion
1373	Note
1374	Book
1375	Biblio-Pile
1376	Small-Scale Soldier
1377	Small-Scale Slime
1378	Map
1379	Emblematic Table
1380	Floating Flower Petals
1381	Spa Spout
1382	Bathing Stool
1383	Trampoline
1384	0
1385	0
1386	Banner of Erdrick
1387	Tattered Banner of Erdrick
1388	Burnt Branch
1389	Singed Shrub
1390	Torched Tree
1391	0
1392	0
1393	0
1394	False Idol
1395	Guillotine
1396	Hargon’s Throne
1397	Pyramid Merlon
1398	Citadel Creature Carving
1399	Fiendish Face
1400	Peculiar Pillar
1401	Citadel Spear Symbol
1402	Citadeñ Cross Carving
1403	¿Minimedal
1404	¿Minimedal
1405	0
1406	¿Moon Sigil
1407	0
1408	¿Water Sigil
1409	¿Star Sigil
1410	¿Hammer Icon
1411	Wooden Door
1412	Pot
1413	0
1414	Colossal Coffer
1415	Grandfather Clock
1416	Filter Fountain
1417	¿Tattered Banner of Erdrick
1418	Salutation Station
1419	Connecting Counter
1420	Long-Stemmed Rose [White]
1421	Long-Stemmed Rose [Black]
1422	Long-Stemmed Rose [Purple]
1423	Long-Stemmed Rose [Pink]
1424	Long-Stemmed Rose [Red]
1425	Long-Stemmed Rose [Green]
1426	Long-Stemmed Rose [Yellow]
1427	Long-Stemmed Rose [Blue]
1428	0
1429	0
1430	0
1431	0
1432	0
1433	Capsized Crate
1434	0
1435	Simple Supper Set
1436	¿Milkblossom
1437	Ropy Vertical Log
1438	Ropy Horizontal Log
1439	0
1440	0
1441	0
1442	0
1443	Blackbell
1444	Purplotus
1445	Scarletulip
1446	Emeraldahlia
1447	Ultramarose
1448	Light Box [White]
1449	Light Box [Black]
1450	Light Box [Purple]
1451	Light Box [Pink]
1452	Light Box [Red]
1453	Light Box [Green]
1454	Light Box [Yellow]
1455	Light Box [Blue]
1456	¿Stone Workbench
1457	¿Stone Workbench
1458	0
1459	0
1460	0
1461	0
1462	¿Orange Ball
1463	¿Blue Ball
1464	¿Yellow Ball
1465	¿Green Ball
1466	¿Red Ball
1467	Left Carpeted Steps
1468	Right Carpeted Steps
1469	Brick Border Corner
1470	0
1471	Stackable Dracky
1472	Stackable Drackyma
1473	Stackable Drackolyte
1474	Pressure Plate
1475	Button
1476	¿Altar
1477	¿Stained Window Arch
1478	¿Stained Window Midsection
1479	¿Stained Window Sill
1480	
1481	
1482	
1483	
1484	
1485	
1486	
1487	
1488	
1489	
1490	
1491	
1492	
1493	
1494	
1495	
1496	
1497	
1498	
1499	
1500	
1501	
1502	
1503	
1504	
1505	
1506	
